1 -1000
0,298
0,300
0,301
0,302
0,303
0,305
0,305
0,306
0,307
0,307
0,307
0,307
0,307
0,307
0,307
0,307
0,307
0,307
0,306
0,305
0,304
0,304
0,304
0,304
0,303
0,303
0,303
0,304
0,304
0,303
0,303
0,302
0,301
0,301
0,302
0,304
0,304
0,303
0,303
0,302
0,302
0,302
0,302
0,302
0,301
0,302
0,302
0,302
0,302
0,302
0,302
0,301
0,301
0,301
0,301
0,301
0,300
0,301
0,302
0,303
0,302
0,301
0,299
0,297
0,296
0,296
0,296
0,296
0,296
0,296
0,298
0,300
0,300
0,301
0,303
0,303
0,304
0,305
0,305
0,306
0,307
0,307
0,308
0,308
0,308
0,309
0,309
0,309
0,309
0,309
0,309
0,309
0,309
0,308
0,308
0,307
0,307
0,307
0,307
0,306
0,306
0,306
0,304
0,303
0,302
0,303
0,303
0,303
0,303
0,302
0,301
0,300
0,300
0,299
0,299
0,299
0,299
0,299
0,299
0,299
0,299
0,300
0,300
0,300
0,300
0,301
0,301
0,301
0,301
0,301
0,301
0,301
0,300
0,300
0,300
0,300
0,300
0,301
0,301
0,302
0,303
0,301
0,301
0,302
0,302
0,303
0,303
0,302
0,301
0,303
0,303
0,304
0,304
0,305
0,306
0,306
0,306
0,306
0,305
0,305
0,304
0,304
0,304
0,305
0,306
0,306
0,306
0,306
0,307
0,307
0,307
0,307
0,307
0,307
0,307
0,306
0,307
0,308
0,309
0,310
0,310
0,309
0,308
0,308
0,308
0,307
0,306
0,307
0,307
0,307
0,307
0,306
0,306
0,306
0,305
0,305
0,306
0,305
0,305
0,305
0,305
0,306
0,307
0,307
0,307
0,308
0,309
0,310
0,311
0,312
0,312
0,314
0,314
0,314
0,314
0,313
0,313
0,312
0,312
0,311
0,311
0,310
0,310
0,309
0,309
0,308
0,307
0,307
0,307
0,306
0,306
0,306
0,306
0,306
0,305
0,304
0,304
0,303
0,303
0,302
0,299
0,299
0,299
0,299
0,299
0,299
0,299
0,299
0,298
0,297
0,297
0,296
0,297
0,297
